Index,Distances
"[  695   731 20553 49645   321 13935  7701  1603 67501   433   715  3347
 10865  4740 13221  9879   235  6447  1791  9915 12225   867   327 53209
 17929 57373 10847  9797 13929  5143 17911  5031  3949 13879 17467   255
 20213  9779 23955   291 65248 19631 17471 57351  9913 24407 57107 67398
 40109  1799   811 10902 23527 57495 43327 10137 10161 43659  3291   861
  1805 28107 29671   789 23657 24299 59014 43573 53225 59569 63548 21099
 31582 23242 55301   157 48974 20437 10322 19601 18061 59996 35530 35015
 65074 43155 13957   135 39981 46427 43517 68876   857 57103  4199 30175
 18252 57415 33587 21579]","[   0.       947.46136 1012.0494  1015.653   1038.7439  1044.1753
 1045.432   1071.0677  1093.616   1097.6584  1119.9518  1148.4468
 1154.7701  1155.4012  1166.3705  1168.9525  1185.5231  1196.8746
 1202.1718  1205.3041  1214.2648  1217.4978  1220.3159  1221.1261
 1233.6506  1238.8854  1243.875   1244.8285  1245.3478  1248.1018
 1249.5568  1251.3118  1255.8208  1257.0366  1261.9838  1263.4093
 1266.4999  1272.3765  1279.6605  1280.2906  1296.2997  1302.5065
 1305.8181  1310.3152  1314.5234  1321.8344  1326.5391  1329.5326
 1331.0286  1332.6991  1347.5968  1348.682   1353.4811  1356.3024
 1357.9279  1369.7014  1370.0088  1371.2767  1372.6019  1372.9479
 1373.0325  1374.3457  1381.6809  1383.5516  1390.2406  1390.639
 1394.4991  1395.7958  1396.3337  1396.7985  1399.4689  1402.4885
 1402.8992  1403.48    1404.947   1406.8973  1410.8328  1414.2946
 1414.5823  1416.2832  1416.2952  1419.5535  1420.2549  1420.6748
 1420.8269  1421.873   1426.9373  1427.4103  1428.2545  1428.6777
 1429.5895  1432.6354  1441.1509  1442.3741  1442.5828  1445.163
 1446.0294  1447.2142  1447.7676  1448.5973 ]"
"[  696 46044 15272 69880 19680  3886 21444 38406  4550 20862 61002 50977
 16675 55950 19468  1074 32797 50259  7500 25618 37560 64705 36844 60354
 32825  9962 65217 69849 46407 60624 52762 50251 32472 45901 24425 21802
 53628 51741 61711 35299 24390 33985 20720 60249 26170 63151 64507 68887
  5232 44369 59902 64961  3545 61349 64666  8219 69956 15809 13967 25196
 15851 61326 33385 58309 68986 62235 44093 20488 10129 43360 34256 41076
  2824 39797  3411 37337 41409 12365 30043 61993  3509 66652 54979 50271
  5351 34723 60613 41467 57005 45795 45921  8372 21670 33580 10067 46093
  4105 11006 45537  3981]","[   0.       821.16077 1054.5469  1160.8647  1203.3827  1206.3217
 1212.8533  1219.1451  1233.8817  1235.4938  1242.155   1245.2795
 1260.505   1261.7329  1284.8926  1289.0511  1302.2205  1315.9137
 1317.221   1324.6536  1326.285   1331.4807  1334.6108  1340.8441
 1349.3169  1353.7245  1357.196   1360.454   1360.5359  1365.3845
 1369.0994  1370.1313  1372.3954  1372.6045  1374.0619  1375.6118
 1382.513   1384.1936  1387.9791  1391.2041  1391.2631  1395.3881
 1396.4949  1396.6797  1399.765   1400.1085  1401.8142  1404.6171
 1406.3119  1407.2906  1409.9954  1411.62    1412.645   1413.7539
 1415.7924  1416.3265  1418.4802  1421.705   1423.3485  1425.5883
 1425.9517  1427.4144  1427.5287  1428.0035  1431.2456  1431.8243
 1432.4926  1432.9916  1432.9948  1433.0157  1433.0212  1434.1193
 1435.7267  1435.7301  1436.6478  1437.2913  1437.6279  1438.4763
 1441.4128  1442.518   1446.2123  1449.5023  1449.5406  1449.7517
 1450.1289  1450.7805  1451.4269  1452.3998  1452.6031  1452.6727
 1455.0426  1455.1481  1455.2756  1456.157   1456.3934  1457.4824
 1457.869   1458.2576  1459.2067  1460.5765 ]"
"[  697   855 42587   729   677  8769 41576 35425 40529   749 42263 33051
  8041 20447  4409 40593 12055 42653 69592 11005 55191  4439 11023 42607
 26879 35493 14885 23017 50377 12997  8775 37251 22985 19107 55641 11585
 55187 40519 44977 68989  8875 17157  5101 35513 39298 29761 57126 42697
 15665 39799 44251   851 23085 17141  3117 12187 20368 23815 55529 36379
 40495  2361 42793 34192 68247 11641 20399  4135 44233 68960 39833 17321
 68947 68961 37785 48595 49417 48084 39763  4417  4297 65758 66205 20396
 20297 12001 38168 17281 12247 22865 51923 57844 11223 55605 32487 66715
 29929 19121 53945 42779]","[   0.     1121.9144 1191.8344 1329.8402 1340.9352 1418.87   1420.1243
 1436.4122 1436.6016 1438.3424 1441.2277 1456.6406 1463.0215 1465.823
 1477.3354 1486.1554 1489.7101 1496.2823 1511.1919 1511.7748 1519.0662
 1524.0931 1527.6213 1528.6091 1534.7251 1535.6418 1535.7297 1541.9332
 1553.989  1555.1649 1564.489  1569.6143 1580.2351 1581.1562 1581.2058
 1584.5157 1605.6179 1605.9263 1606.9854 1610.639  1610.8008 1618.0402
 1621.8224 1621.8945 1633.0863 1635.595  1636.5668 1642.3717 1643.0006
 1644.7899 1647.8319 1648.8821 1649.8888 1654.4268 1654.6045 1659.364
 1662.8777 1664.0712 1664.2728 1664.3884 1666.5206 1670.4667 1675.7452
 1681.7262 1690.0393 1691.6194 1692.638  1694.9044 1695.4436 1698.091
 1700.6276 1700.7906 1702.2784 1702.6761 1704.692  1704.9176 1707.5875
 1711.3436 1712.0879 1712.6202 1714.6495 1716.8276 1718.0585 1718.1552
 1722.6128 1724.6974 1726.181  1728.6711 1732.4182 1734.0726 1734.48
 1735.7998 1737.1503 1737.1857 1739.514  1740.9983 1741.4557 1741.9785
 1742.2821 1743.5791]"
"[  698 19167 39185 33935 61305 59872 51035 68758 55175 27751 20787  9457
 44126 30210 20755 27790  5483 12479 66482 11093 68432 66276 27681 65461
 57385 49317 59692 34849 10545  4569 65148 65254 52807 59166 33005 33113
 20275  4291  3155 10971 18266 42731 12133 46141 47935   105 18801  9755
 14945 51277  4553 68768 34418 11143   809 69705 20393 16259 24771 68875
 42881 34927 67395 58953 38095 11561 68914  8373 57287 68427 27677 42205
 53383 58991 67969 44679   833 53301 29337 11157  5635 67561 59820 55832
 65361 36373 13625 55067 67091 16233 22815 32974 59806 65318 22247 68729
 68745 42040 28090  2784]","[  0.      481.57553 536.8817  543.86395 554.3383  565.1     565.9567
 570.44806 585.2854  587.0971  592.1706  592.71576 593.43744 598.98413
 600.26575 610.60626 613.79395 620.57153 620.7205  624.7928  629.75946
 629.8143  630.21265 643.1944  647.5546  651.23114 660.2969  662.15485
 665.8799  667.9551  668.07635 675.83575 679.91766 679.9346  680.4116
 685.4765  687.3013  690.9356  698.4583  699.5506  700.3206  700.4656
 702.06696 705.48706 708.1137  708.87305 709.8542  712.76996 716.3868
 717.43713 718.8359  719.79443 721.8615  721.95636 722.69147 726.9223
 727.6077  728.8539  729.1591  730.14795 730.69006 733.5291  734.8054
 735.49713 737.4958  737.6842  739.23474 739.29156 739.3734  741.6994
 741.9353  743.92206 744.45886 744.8416  745.61383 746.47974 746.9946
 749.1021  749.7786  750.3273  751.63354 752.2294  752.3078  753.38837
 753.9324  754.10345 754.5641  755.19073 756.0866  756.7681  759.8026
 760.06116 760.07434 760.6359  761.4893  762.7608  763.4324  764.8052
 765.8486  765.8779 ]"
"[  699 59502 59538  1913 59576 59546 59507 59584 59563 29029 14485 27009
 67559 27065 15676 59574   837 54581 66728 18594 14599   815   679 31007
 48637 60739 58948 40088   496  5423 23827 16487 59553 32090 67448 41072
 61755 29356 66277  7546 35267 17366 17156 65662   799 42509 53751 16513
  4017  3819 64196 44625 45933 39085 19175 29037  4601  3859 67478 27845
 40966 29525 27699 27801 39945 45567 66216 48132 21749 66548 62077  5240
 65852 21259 59512 59002 63372 68652 58117 31026 63550 54283 61476 61533
 23514 20718 38298 19169 31316 58756   845 43244 26972 26538 10958 40739
 54241 43189 53971 18947]","[   0.     1118.8132 1125.3652 1201.8573 1244.5995 1250.709  1303.7032
 1369.5281 1374.5476 1403.8914 1408.0171 1422.6517 1423.68   1424.3638
 1443.7008 1445.1235 1469.7201 1481.7814 1514.9103 1539.5396 1547.9457
 1553.7773 1563.939  1568.1788 1576.0964 1593.2887 1594.2816 1600.0675
 1603.6636 1604.4142 1605.6843 1605.8334 1606.353  1609.7279 1611.1915
 1618.537  1621.5259 1621.6423 1621.9408 1622.4124 1627.2959 1644.1456
 1645.2885 1651.2413 1652.4037 1653.8489 1655.0852 1655.8695 1663.5784
 1663.9225 1666.571  1676.2211 1676.6586 1677.2474 1684.2963 1689.626
 1689.7592 1689.8278 1690.5948 1690.8755 1695.5746 1696.0094 1697.1617
 1699.3417 1699.3488 1706.0624 1706.2611 1708.7834 1709.2426 1710.3932
 1711.2183 1713.1985 1714.8276 1715.0187 1715.4585 1715.8427 1719.305
 1720.6874 1721.7085 1723.1309 1727.6556 1729.5535 1731.3787 1732.1726
 1735.3547 1735.4905 1736.2546 1737.841  1738.2301 1740.3994 1741.0144
 1742.0712 1744.6034 1746.5735 1757.5334 1758.225  1759.4337 1764.9865
 1765.4073 1765.7449]"
"[  700 60555 52681  7357 67494 63066 59789 61057 64396 33702   680 32498
 52663 11419 41775 54294 61680  5047 32286 45280 59543 43473  6914  7045
 59159 52517 31539 18604 61557 21590 55538 26269 20490  3459 64946 30765
 69835 20262 39913  1037   413 36025 57209 38978 12788 43819   297 59614
 67009 30745 21369 66695  8270 54347 59491 57375 26365   257 42018  1073
  8179 28492 15283 52193 54181 55087 51312 15359 58545 35183 51703 34955
 35551  8243 41691 53551  2485 41574  8215  6818 26172 56302  2089  3477
  1280  9137 24941 26367 64481 24530 65039 68993 31251 26004 53411 25739
 29117 55598 40361 56977]","[   0.     1104.8221 1170.2845 1246.7462 1298.9069 1301.261  1324.2289
 1326.7819 1327.3243 1361.1484 1363.3334 1374.3286 1394.9598 1396.227
 1407.3336 1407.9083 1409.3474 1414.362  1417.4865 1422.5745 1431.3389
 1441.487  1444.7982 1451.2777 1452.3278 1456.1799 1460.0404 1460.1298
 1467.9435 1468.5707 1468.7096 1470.3728 1472.1624 1477.7886 1481.8988
 1482.1997 1492.863  1496.8284 1497.779  1498.288  1499.5953 1499.7479
 1501.5405 1502.1058 1502.9495 1504.8063 1504.8362 1505.4747 1505.8127
 1508.362  1511.9603 1515.3145 1516.9686 1518.2605 1518.6139 1518.7916
 1519.7277 1525.943  1526.7684 1527.3568 1530.4614 1530.7318 1534.1526
 1534.5869 1534.9854 1535.7643 1537.5942 1541.9948 1542.5498 1543.2476
 1543.3104 1543.3298 1548.1625 1549.0477 1549.4327 1552.4446 1552.836
 1558.3564 1558.9247 1558.947  1559.9423 1561.8041 1561.9773 1562.3546
 1562.8733 1564.1611 1564.2285 1565.3699 1566.2018 1568.3252 1568.4957
 1568.7032 1569.21   1569.7496 1570.4747 1571.8677 1573.4545 1573.4783
 1574.2415 1574.2487]"
"[  701   681  5273 57353 57313 67116 36665 10991 69949 67387 51319 47437
 57233 53007 17221 40019 67172 12975  7717 51233 12977 15529  2523 51311
 41869 55057 57587 57419  2545  3115 29643 18957 35497 33305 68677 19723
 17273 33379  1297 17014 57213 51179 49449 55185  4349 68433 49305 68852
 40093 19701 57275  8407 18821 67105 44649 48673 69966  5179 24441   311
 18791 57490 68423  2487  5267 19331 27624 55135 57297 53981 27669 49405
 44655  3043 43643 13261 17251 42325 40023 42075  2533  6854 68760 35439
 21185 43668   261 53969 47810 68385 68789  4301 53311 44605 67540 55077
 55731   449 67596 68888]","[   0.       844.3921   977.64105 1030.5809  1045.0095  1113.1887
 1121.2555  1128.972   1151.747   1161.1464  1172.8188  1180.155
 1192.5367  1194.9423  1195.3873  1200.5978  1203.3308  1209.9371
 1213.4261  1219.3617  1221.2539  1226.7294  1235.0842  1236.7938
 1245.265   1250.5455  1252.1561  1252.228   1253.0798  1269.156
 1278.2559  1279.077   1289.5177  1291.4282  1297.6017  1300.9977
 1303.9475  1324.854   1329.6631  1340.7532  1342.6511  1347.4576
 1353.8131  1354.4667  1368.5803  1370.1952  1371.7205  1374.685
 1380.422   1384.3417  1386.8306  1394.5791  1397.1571  1400.9929
 1411.8864  1413.2458  1414.9526  1415.3999  1417.1213  1420.7906
 1421.1833  1423.2498  1427.0367  1427.8287  1433.7908  1443.5217
 1446.755   1448.4436  1449.9207  1451.1919  1451.7031  1455.7898
 1457.1921  1459.2238  1461.5862  1463.0978  1463.92    1465.5037
 1467.2723  1468.1243  1471.8746  1472.1372  1476.6587  1478.741
 1480.8738  1480.8801  1482.2607  1483.0674  1483.3856  1491.8643
 1494.3069  1494.821   1495.4324  1496.8707  1498.7848  1502.5492
 1503.0529  1503.0865  1503.3635  1504.5693 ]"
"[  702 60644 64457 11014 15208 42362 54004 63325 34854 21600 61294 64515
  5884 49989  4556 43216 40630 69414 21142 56941 16640 42084 61565 62318
 62717 53982 60312 54303 20724 64631 66428 32574 61445 14356 62765 30373
 38212 63215 13240 59155 15046 18028 24698 55582 61261 63310  2058   296
 61504 28296 17376 29250 67688 21082 37697 27326 56639 16352 66342  4756
 21266 30196 27628 43932  5342 39236 63185 36022 38540 35853 63271 34634
 51546  5932 62942 55152 32843 66921 53670 50974 13214 18658 54844 55622
 66892 64720 57700 64365 66426 21703 11318 15862 28746  3160 46430  9530
 28358 29772 19760  3610]","[   0.     1138.0887 1184.3357 1205.8997 1288.6594 1292.6891 1321.2047
 1354.789  1357.2059 1358.8171 1364.0132 1365.4446 1370.4894 1370.4916
 1379.2806 1384.2008 1413.9508 1423.8887 1427.7202 1429.6874 1438.1475
 1438.2639 1442.5817 1456.2119 1462.2411 1472.7562 1473.2183 1474.8959
 1480.9338 1491.3417 1493.3419 1498.7725 1499.641  1508.5059 1509.8138
 1515.0122 1515.0663 1519.5808 1522.6724 1524.8846 1524.9203 1525.9594
 1528.8015 1541.5048 1543.0425 1544.116  1547.5436 1550.4431 1550.8104
 1554.6108 1554.6415 1556.4733 1557.7699 1558.0555 1559.4508 1569.8351
 1571.0356 1571.2206 1574.6765 1576.296  1581.658  1591.6567 1592.3247
 1598.0629 1599.3755 1601.8995 1603.9065 1605.9982 1607.6218 1608.3551
 1610.8728 1613.4521 1617.2931 1617.4468 1621.3384 1623.02   1625.2262
 1626.6469 1631.0876 1633.7604 1635.4023 1636.0834 1636.3752 1636.6304
 1637.0598 1638.4172 1642.7751 1643.315  1644.9839 1647.1709 1647.7852
 1648.1456 1649.2019 1649.69   1650.332  1652.2672 1653.444  1654.5978
 1657.7051 1659.8005]"
"[  703 53291 69242 12571 43143 69979 13915  5283   377 43279 34925 59740
 34689  7167 37733 69909   505 13355 59019 23571 53183  8361 57445  8437
 15589 33093 44623 59745 15305  5741 68959 39949 51885  5575 57547 34981
 13847 19283 24409 45835   301 11763 30065  5651  5223 65071  8167 19073
 67533 67267  5657  5519 20991  4385 23815 23787  5959 53227 67260   337
 10969 21021 44505 13933 66674 67754 68678 43533 16052 56111 23965 23551
 43461 68203 69771 63101 59088  2433 22995 38639 43821  4393 51825 40415
 67796 13963  9955 43277 35371 20227 55195 13599 22381 43491 10039 42695
 40681 58346 41601   185]","[   0.       832.1586   884.3048   891.6401   894.7692   916.6357
  958.12787  969.832    976.4005   999.3323  1012.8198  1018.79535
 1021.78766 1025.7412  1034.8193  1058.4309  1070.5359  1075.2795
 1077.7374  1079.4651  1084.6968  1088.3529  1091.608   1093.7294
 1098.8353  1103.6028  1128.787   1129.8048  1132.778   1138.4235
 1142.4885  1145.0139  1146.2168  1147.6698  1148.7611  1151.6362
 1153.3646  1153.4001  1154.1144  1154.3557  1158.663   1160.2198
 1162.5063  1162.6108  1162.9548  1165.7775  1167.8245  1170.4187
 1173.3481  1174.192   1179.8632  1182.7667  1189.6113  1191.2778
 1192.2865  1193.4287  1194.3739  1195.9515  1198.167   1199.8375
 1201.5315  1206.5219  1207.6477  1211.0938  1211.7339  1215.8043
 1223.846   1227.4331  1229.0948  1232.2792  1238.4362  1240.9694
 1244.3857  1249.5747  1252.4987  1255.1646  1255.5597  1255.6484
 1256.2803  1261.0817  1262.9379  1264.3145  1266.2626  1269.5547
 1270.8096  1272.5521  1273.0452  1274.4575  1277.1852  1278.0321
 1278.67    1278.8193  1281.1451  1281.9677  1282.8448  1285.1147
 1285.4124  1286.0762  1286.7537  1288.444  ]"
"[  704 19972 31312 32679 62009 35731 61048 17585 38493 24902 46271 26527
 29168 15769 21646 17625  6345 23919 22666 53386 43650 58577 35666 38154
 23990 42356 42551  9390 61501 25852 36109 68213 17611 34314 35358 46870
 35612 66416 12813 31094 42524 19718 57938 58236 17410 18562 69408 15829
  5836 68273 47755 36186  4749 64210 64592  1539 19428 18722 22148 32729
  6042 26564 14696 46493 67190  7707 63147  9532 18628 44850 55072 55648
 62637 32555 23624 45062 27391 23021 34838 46728 21138 50248 22593  1447
  3346  3784 40786 41485 30846 64183 64585 15189 51632 51584 39421 31393
 63460 44133 13768 51455]","[   0.     1802.1565 1818.349  1897.4968 1930.6649 1953.9291 1983.8362
 1994.5826 2007.3483 2025.1881 2045.3413 2048.1023 2051.0195 2053.332
 2057.6914 2058.0908 2061.516  2066.1587 2070.1086 2074.8745 2079.7046
 2080.6877 2084.3953 2092.1853 2100.5593 2102.689  2106.928  2107.7898
 2107.9978 2112.0974 2114.7698 2114.909  2115.0427 2116.1648 2120.3105
 2122.758  2122.9644 2123.6162 2124.8953 2125.3    2126.4329 2128.1345
 2128.4841 2130.3901 2131.0037 2131.2666 2131.5254 2138.136  2138.243
 2141.3174 2142.9082 2146.8967 2147.8992 2148.312  2148.327  2150.4312
 2150.8823 2152.7078 2152.8193 2155.6482 2155.981  2156.008  2160.1035
 2160.1992 2162.6592 2167.432  2169.01   2169.75   2170.1687 2175.6704
 2176.9666 2177.5042 2180.4167 2181.2473 2183.535  2185.0703 2187.2913
 2188.8762 2189.8745 2189.887  2190.3774 2191.578  2192.3083 2193.7632
 2194.3542 2196.2034 2197.0977 2197.7087 2197.755  2199.258  2200.888
 2201.1384 2201.4998 2203.4534 2203.7996 2204.4595 2208.8806 2209.6448
 2209.9614 2210.0906]"
"[  705 68912  3555  4381 21659 11741  7775 58326 21569 18047 69722    31
   725 20945  8181 24297 41441 21549 43559 37979 14003 28749 21733  4287
 43945 34719 34107 31655  4375 28751 32175 51183 28687 57093 68816  2511
 26628  7048 11761   393 41359 59813 20975 28739 51307   963 14477 28643
  3517 28623 20873 54047  1593 28663  3513   197 38119 69748 18901 59235
 68872 11717 35005 21613 50970 46927   685   503 19005 41529 11575 14013
 49677  7763 32261 19603 51665 34901 51291 69910 63245 24359 16833 13885
 38237 69187 58787 10197 21589 38271 41463 69557 32259 30173 31333 22266
 21649   575 69744  4305]","[   0.       961.25073 1086.2987  1093.6201  1125.3972  1129.1284
 1153.0889  1184.5146  1185.1877  1205.5775  1205.9955  1210.2053
 1219.3289  1243.0273  1270.8584  1280.9274  1283.1411  1291.0349
 1296.1084  1299.4807  1320.3484  1324.0408  1335.732   1337.6273
 1357.3492  1357.3647  1360.3544  1367.6228  1374.2627  1377.7
 1392.2169  1398.0126  1408.4647  1410.373   1413.8447  1416.2927
 1416.9164  1422.734   1424.2657  1428.2643  1428.3224  1436.3752
 1437.4182  1440.2097  1442.5262  1445.4504  1453.2501  1456.1483
 1456.709   1457.3905  1467.1373  1477.9053  1478.7654  1479.5507
 1482.4979  1487.9543  1492.9092  1493.6653  1495.7554  1496.4525
 1500.2986  1502.9524  1505.8619  1506.4757  1508.7389  1510.5652
 1511.9011  1513.3083  1514.2272  1518.0201  1522.7202  1522.8257
 1524.1388  1524.5708  1530.2719  1533.2172  1536.7833  1536.8448
 1538.2021  1539.5928  1540.3156  1541.6488  1543.6593  1544.5022
 1549.3057  1551.2662  1552.1985  1555.2299  1556.6924  1560.2952
 1561.3043  1561.9312  1562.8713  1562.9836  1563.0148  1564.5472
 1567.0472  1567.4473  1570.9869  1575.6221 ]"
"[  706 21846 46172 38834 27267 14578 47240 21814 52308 25260 65956 64217
 17936 35472 59413 14066 12618 65979 46022 42272 30542  8950 27612 28464
 43954  9573  9667 55976 54473  8644 11652 66025 54415 22165  3278 55024
 29754 28096 62342 52958 15822 61342 27141 16216 26192 33671 60901  7166
  7248 57776 29492 10690  3138 62936 45173 21480 27370 35534  9642 11368
 37112  4791 35964  7676 10576 31693 64826 42330 27227  1840 31412 62499
 63370  3302 44088 69371 54668 37846 34348 35852 64291  6560 39514 38906
  4721 62630 12440 63465 25488  2390 45213 59376  9116 12102 63992 14572
 18306 19198 45153 14175]","[   0.     1159.239  1163.7164 1212.487  1246.755  1293.939  1306.2878
 1319.9572 1334.3407 1349.3765 1359.6047 1363.5193 1376.5115 1392.7236
 1394.881  1395.9652 1399.1508 1403.4518 1413.323  1413.8115 1417.5581
 1418.435  1419.9017 1434.2339 1435.6034 1443.0852 1451.6439 1453.4906
 1457.9236 1461.1349 1461.643  1461.8474 1468.5513 1469.5461 1470.3142
 1472.9413 1473.7822 1474.7745 1476.0701 1478.3241 1479.1295 1480.977
 1485.3198 1493.5698 1494.8241 1496.8553 1501.8645 1502.22   1504.897
 1513.224  1519.3564 1526.2627 1527.1172 1532.3058 1547.1202 1549.5922
 1554.5077 1555.2135 1555.4196 1556.1597 1556.7017 1557.6431 1558.18
 1562.2155 1563.7244 1564.0502 1564.9255 1564.9937 1565.337  1567.0906
 1567.1161 1568.5105 1571.4369 1572.6534 1572.8179 1572.9548 1573.5942
 1577.6952 1577.7377 1578.8069 1579.1283 1581.9095 1582.9431 1586.1261
 1587.9695 1588.5427 1589.3257 1589.667  1590.3518 1590.6134 1590.6272
 1593.1746 1595.6613 1598.7958 1599.6621 1603.4313 1603.4375 1604.255
 1606.5709 1606.8777]"
"[  707 68827  4091  8015 12240 13409 53561 55114  9407  1659 42855 10143
  8899  5209  5391 53279 68207  1292 39199 47105 59858   383 67464 47103
 17959   419 41227 62633 36162 57187 56087  4045 40854 15657 12925 67128
 38205 32149 56166  3967 54687 22305  5727 39993 28553 52333  6599 42289
 20389 49319 51654 50209 68762 34637 13573  3913 65137 10043 49669 41503
 59184 38153  5219 66496 13439 22655 43845 31621  7727 65050 58274 59888
 68977 65144 40293 68900  1355 40063 15089 68953 18797   423 36993  9751
 36666 59749 53935 59174   389 40113 45007 18138 37206 50102 26861 65805
 67769 51123 43223 57079]","[   0.       709.00775  755.11786  847.278    870.2856   878.30743
  891.3041   899.7694   917.994    927.9262   932.5717   959.1705
  962.9263   963.1303   971.6342   973.66473  977.14996  981.7449
  984.2144   986.06287  988.0283   990.2212   992.9532   996.3463
  996.43915 1000.37146 1000.73175 1006.80383 1007.9653  1008.89496
 1010.5924  1011.8216  1024.4198  1025.5891  1026.0215  1029.4333
 1030.5232  1034.7488  1034.9353  1038.2408  1042.4832  1045.2942
 1050.7488  1051.098   1052.4225  1053.1895  1070.8585  1078.3057
 1080.2634  1082.4602  1086.1183  1086.256   1086.545   1089.855
 1091.2589  1091.6781  1095.7194  1104.4329  1104.7701  1105.7319
 1106.3232  1106.3688  1109.335   1111.1526  1113.3763  1115.23
 1116.833   1117.903   1118.7605  1122.7435  1123.6962  1125.3733
 1128.6758  1129.4689  1130.1221  1131.5459  1132.0491  1132.9259
 1137.5122  1138.0483  1138.989   1140.4368  1140.6305  1143.5353
 1143.8969  1143.9235  1144.5488  1145.9612  1148.3801  1149.75
 1152.3684  1155.0498  1157.0013  1158.363   1158.88    1159.5339
 1159.7129  1159.7272  1160.6012  1162.0942 ]"
